category,institute_id,name,city,state,score,rank
Management,IR-M-S-8972,Indian Institute of Management Calcutta,Kolkata,West Bengal,77.34,7
Management,IR-M-S-8918,Indian Institute of Management Indore,Indore,Madhya Pradesh,75.68,8
Management,IR-M-I-1170,Management Development Institute,Gurugram,Haryana,71.96,9
Management,IR-M-S-132,XLRI - Xavier School of Management,Jamshedpur,Jharkhand,70.63,10
Management,IR-M-C-19343,Symbiosis Institute of Business Management,Pune,Maharashtra,67.9,11
Management,IR-M-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,66.97,12
Management,IR-M-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,66.5,13
Management,IR-M-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,65.82,14
Management,IR-M-S-8868,Indian Institute of Management Raipur,Raipur,Chhattisgarh,65.03,15
Management,IR-M-S-8948,Indian Institute of Management Tiruchirappalli,Tiruchirappalli,Tamil Nadu,64.95,16
Management,IR-M-U-0102,Indian Institute of Foreign Trade,New Delhi,Delhi,62.93,17
Management,IR-M-S-8904,Indian Institute of Management Ranchi,Ranchi,Jharkhand,62.77,18
Management,IR-M-S-8895,Indian Institute of Management Rohtak,Rohtak,Haryana,62.6,19
Management,IR-M-I-1044,S. P. Jain Institute of Management and Research,Mumbai,Maharashtra,62.06,20
Management,IR-M-S-8942,Indian Institute of Management Udaipur,Udaipur,Rajasthan,61.79,21
Management,IR-M-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,61.77,22
Management,IR-M-S-8967,Indian Institute of Management Kashipur,Kashipur,Uttarakhand,61.74,23
Management,IR-M-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,60.99,24
Management,IR-M-S-15962,Indian Institute of Management,Nagpur,Maharashtra,60.88,25
Management,IR-M-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,60.25,26
Management,IR-M-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,60.15,27
Management,IR-M-U-0108,Jamia Millia Islamia,New Delhi,Delhi,60.06,28
Management,IR-M-U-1007,Indian Institute of Management Visakhapatnam,Visakhapatnam,Andhra Pradesh,59.95,29
Management,IR-M-S-394,Institute of Management Technology,Ghaziabad,Uttar Pradesh,59.85,30
Management,IR-M-U-1006,Indian Institute of Management Bodh Gaya,Gaya,Bihar,59.65,31
Management,IR-M-U-0747,Chandigarh University,Mohali,Punjab,59.4,32
Management,IR-M-S-14875,MICA,Ahmedabad,Gujarat,59.22,33
Management,IR-M-S-6,Indian Institute of Management Sambalpur,Sambalpur,Odisha,58.59,34
Management,IR-M-U-1004,Indian Institute of Management Jammu (IIMJ),Jammu,Jammu and Kashmir,58.5,35
Management,IR-M-U-0564,UPES,Dehradun,Uttarakhand,58.33,36
Management,IR-M-N-16,Great Lakes Institute of Management,Chennai,Tamil Nadu,58.05,37
Management,IR-M-S-8937,Indian Institute of Management Shillong,Shillong,Meghalaya,57.7,38
Management,IR-M-S-156,T. A. Pai Management Institute Manipal,Manipal,Karnataka,57.13,39
Management,IR-M-I-1064,IMI Delhi,New Delhi,Delhi,56.59,40
Management,IR-M-S-3283,Jaipuria Institute of Management,Noida,Uttar Pradesh,56.46,41
Management,IR-M-I-1408,IMI Kolkata,Kolkata,West Bengal,55.42,42
Management,IR-M-S-87,Goa Institute of Management,Sanquelim,Goa,55.27,43
Management,IR-M-U-0379,Lovely Professional University,Phagwara,Punjab,55.0,44
Management,IR-M-U-0715,XIM University,Bhubaneswar,Odisha,54.73,45
Management,IR-M-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,54.4,46
Management,IR-M-U-0012,"ICFAI Foundation for Higher Education, Hyderabad",Hyderabad,Telangana,54.4,46
Management,IR-M-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,54.34,48
Management,IR-M-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,54.15,49
Management,IR-M-S-17295,Great Lakes Institute of Management,Gurgaon,Haryana,54.08,50
Management,IR-M-S-15911,Indian Institute of Management Sirmaur,Sirmaur,Himachal Pradesh,54.03,51
Management,IR-M-U-0555,Graphic Era University,Dehradun,Uttarakhand,53.98,52
Management,IR-M-U-0146,Nirma University,Ahmedabad,Gujarat,53.48,53
Management,IR-M-S-92,Institute of Rural Management Anand,Anand,Gujarat,53.34,54
Management,IR-M-S-331,Loyola Institute of Business Administration,Chennai,Tamil Nadu,53.12,55
Management,IR-M-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,52.74,56
Management,IR-M-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,52.47,57
Management,IR-M-U-0217,Christ University,Bengaluru,Karnataka,52.47,57
Management,IR-M-I-1066,Fore School of Management,New Delhi,Delhi,52.23,59
Management,IR-M-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,52.14,60
Management,IR-M-S-354,Birla Institute of Management Technology,Greater Noida,Uttar Pradesh,52.09,61
Management,IR-M-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,52.07,62
Management,IR-M-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,52.01,63
Management,IR-M-S-16881,"Indian Institute of Management, Amritsar",Amritsar,Punjab,51.7,64
Management,IR-M-S-220,K.J.Somaiya Institute of Management,Mumbai,Maharashtra,51.28,65
Management,IR-M-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,50.88,66
Management,IR-M-S-419,"Jaipuria Institute of Management, Lucknow",Lucknow,Uttar Pradesh,50.86,67
Management,IR-M-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.68,68
Management,IR-M-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,49.95,69
Management,IR-M-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,49.89,70
Management,IR-M-U-0213,Alliance University,Bengaluru,Karnataka,49.85,71
Management,IR-M-I-1132,Institute of Management Technology,Hyderabad,Telangana,49.38,72
Management,IR-M-U-0223,"Jain university,Bangalore",Bengaluru,Karnataka,49.28,73
Management,IR-M-S-309,Jaipuria Institute of Management,Jaipur,Rajasthan,49.26,74
Management,IR-M-S-19472,Prin. L.N. Welingkar Institute of Management Development and Research (PGDM),Mumbai,Maharashtra,49.08,75
Management,IR-M-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,48.88,76
Management,IR-M-U-0735,BML Munjal University,Gurgaon,Haryana,48.41,77
Management,IR-M-U-0373,Chitkara University,Rajpura,Punjab,48.3,78
Management,IR-M-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,48.13,79
Management,IR-M-C-36557,Thiagarajar School of Management,Madurai,Tamil Nadu,48.05,80
Management,IR-M-U-0749,Manipal University Jaipur,Jaipur,Rajasthan,47.56,81
Management,IR-M-U-0253,Cochin University of Science and Technology,Cochin,Kerala,47.47,82
Management,IR-M-U-0739,Madan Mohan Malaviya University of Technology,Gorakhpur,Uttar Pradesh,47.46,83
Management,IR-M-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.38,84
Management,IR-M-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,47.3,85
Management,IR-M-S-78,New Delhi Institute of Management,New Delhi,Delhi,47.25,86
Management,IR-M-U-0107,Jamia Hamdard,New Delhi,Delhi,47.1,87
Management,IR-M-U-0439,Anna University,Chennai,Tamil Nadu,46.92,88
Management,IR-M-U-0147,Pandit Deendayal Energy University,Gandhinagar,Gujarat,46.81,89
Management,IR-M-C-32855,Jagan Institute of Management Studies,Delhi,Delhi,46.63,90
Management,IR-M-S-164,Rajagiri Business School,Cochin,Kerala,46.62,91
Management,IR-M-U-0078,Panjab University,Chandigarh,Chandigarh,46.31,92
Management,IR-M-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,46.3,93
Management,IR-M-I-1124,IMI Bhubaneswar,Bhubaneswar,Odisha,46.24,94
Management,IR-M-S-14553,National Institute of Agricultural Extension Management,Hyderabad,Telangana,45.48,95
Management,IR-M-N-4,Bharathidasan Institute of Management,Tiruchirappalli,Tamil Nadu,45.36,96
Management,IR-M-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,45.25,97
Management,IR-M-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,45.02,98
Management,IR-M-I-1048,"Institute of Management Technology, Nagpur",Nagpur,Maharashtra,44.93,99
Management,IR-M-U-0524,University of Lucknow,Lucknow,Uttar Pradesh,44.53,100
Pharmacy,IR-P-U-0107,Jamia Hamdard,New Delhi,Delhi,86.59,1
Pharmacy,IR-P-U-0391,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan,82.28,2
Pharmacy,IR-P-U-0078,Panjab University,Chandigarh,Chandigarh,76.39,3
Pharmacy,IR-P-C-35006,JSS College of Pharmacy,Ooty,Tamil Nadu,76.14,4
Pharmacy,IR-P-I-1077,National Institute of Pharmaceutical Education and Research Hyderabad,Hyderabad,Telangana,75.64,5
Pharmacy,IR-P-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,74.77,6
Pharmacy,IR-P-C-35007,JSS College of Pharmacy,Mysore,Karnataka,73.38,7
Pharmacy,IR-P-C-7249,"Manipal College of Pharmaceutical Sciences, Manipal",Udupi,Karnataka,73.25,8
Pharmacy,IR-P-U-0380,"National Institute of Pharmaceutical Education and Research, Mohali",Mohali,Punjab,70.96,9
Pharmacy,IR-P-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,70.84,10
Pharmacy,IR-P-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,70.59,11
Pharmacy,IR-P-I-1073,National Institute of Pharmaceutical Education and Research Guwahati,Guwahati,Assam,69.64,12
Pharmacy,IR-P-U-0379,Lovely Professional University,Phagwara,Punjab,68.59,13
Pharmacy,IR-P-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,68.39,14
Pharmacy,IR-P-U-0747,Chandigarh University,Mohali,Punjab,68.34,15
Pharmacy,IR-P-U-0373,Chitkara University,Rajpura,Punjab,66.85,16
Pharmacy,IR-P-N-26,National Institute of Pharmaceutical Education and Research Raebareli,Lucknow,Uttar Pradesh,66.65,17
Pharmacy,IR-P-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,66.27,18
Pharmacy,IR-P-U-0853,Delhi Pharmaceutical Sciences and Research University,Delhi,Delhi,66.24,19
Pharmacy,IR-P-U-0372,Central University of Punjab,Bathinda,Punjab,64.73,20
Pharmacy,IR-P-N-14,National Institute of Pharmaceutical Education and Research Ahmedabad,Gandhinagar,Gujarat,64.44,21
Pharmacy,IR-P-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,63.96,22
Pharmacy,IR-P-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,62.29,23
Pharmacy,IR-P-U-0575,Jadavpur University,Kolkata,West Bengal,62.18,24
Pharmacy,IR-P-C-10398,I. S. F. College of Pharmacy,Moga,Punjab,61.96,25
Pharmacy,IR-P-U-0168,Maharishi Markandeshwar,Ambala,Haryana,60.89,26
Pharmacy,IR-P-U-0392,Central University of Rajasthan,Kishangarh,Rajasthan,60.44,27
Pharmacy,IR-P-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,59.97,28
Pharmacy,IR-P-I-1072,National Institute of Pharmaceutical Education and Research Kolkata,Kolkata,West Bengal,59.12,29
Pharmacy,IR-P-S-58036,National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,58.44,30
Pharmacy,IR-P-I-1450,"AU College of Pharmaceutical Sciences, Andhra University",Visakhapatnam,Andhra Pradesh,58.19,31
Pharmacy,IR-P-U-0146,Nirma University,Ahmedabad,Gujarat,57.08,32
Pharmacy,IR-P-U-0011,Gandhi Institute of Technology And Management (GITAM),Visakhapatnam,Andhra Pradesh,56.66,33
Pharmacy,IR-P-C-35430,"Poona College of Pharmacy, Pune",Pune,Maharashtra,56.28,34
Pharmacy,IR-P-I-1335,Dr D Y Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,56.18,35
Pharmacy,IR-P-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,55.99,36
Pharmacy,IR-P-I-1256,Noida Institute of Engineering and Technology (Pharmacy Institute),Greater Noida,Uttar Pradesh,55.66,37
Pharmacy,IR-P-C-33877,SVKM`s Dr. Bhanuben Nanavati College of Pharmacy,Mumbai,Maharashtra,55.55,38
Pharmacy,IR-P-U-0427,Suresh Gyan Vihar University,Jaipur,Rajasthan,55.28,39
Pharmacy,IR-P-U-0519,Integral University,Lucknow,Uttar Pradesh,54.97,40
Pharmacy,IR-P-U-0763,Parul University,Vadodara,Gujarat,54.89,41
Pharmacy,IR-P-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,54.68,42
Pharmacy,IR-P-I-1280,Maharshi Dayanand University,Rohtak,Haryana,54.4,43
Pharmacy,IR-P-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,53.81,44
Pharmacy,IR-P-C-409,L. M. College of Pharmacy,Ahmedabad,Gujarat,53.66,45
Pharmacy,IR-P-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,53.45,46
Pharmacy,IR-P-U-0085,Guru Ghasidas Vishwavidyalaya,Bilaspur (Chhattisgarh),Chhattisgarh,53.36,47
Pharmacy,IR-P-U-0513,G. L. A. University,Mathura,Uttar Pradesh,53.32,48
Pharmacy,IR-P-U-0162,"Guru Jambheshwar University of Science and Technology, Hissar",Hisar,Haryana,53.03,49
Pharmacy,IR-P-C-24505,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,52.86,50
Pharmacy,IR-P-C-19322,N.G.S.M. Institute of Pharmaceutical Sciences,Mangaluru,Karnataka,52.6,51
Pharmacy,IR-P-I-1045,R. C. Patel Institute of Pharmaceutical Education and Research,Shirpur,Maharashtra,52.55,52
Pharmacy,IR-P-U-0051,Dibrugarh University,Dibrugarh,Assam,50.91,53
Pharmacy,IR-P-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra,50.79,54
Pharmacy,IR-P-U-0643,Galgotias University,Gautam Budh Nagar,Uttar Pradesh,50.66,55
Pharmacy,IR-P-U-0724,M.S. Ramaiah University of Applied Sciences,Bengaluru,Karnataka,50.2,56
Pharmacy,IR-P-U-0541,Sharda University,Greater Noida,Uttar Pradesh,49.99,57
Pharmacy,IR-P-U-0135,Gujarat Technological University,Ahmedabad,Gujarat,49.72,58
Pharmacy,IR-P-U-0383,"Punjabi University, Patiala",Patiala,Punjab,49.35,59
Pharmacy,IR-P-U-0034,Sri Padmavathi Mahila Visvavidyalayam,Tirupati,Andhra Pradesh,49.12,60
Pharmacy,IR-P-U-0491,Vels Institute of Science Technology and Advanced Studies (VISTAS),Chennai,Tamil Nadu,49.03,61
Pharmacy,IR-P-U-0155,"Amity University Haryana, Gurgaon","Gurugram, Haryana",Haryana,48.64,62
Pharmacy,IR-P-U-0062,Central University of South Bihar,Gaya,Bihar,48.23,63
Pharmacy,IR-P-U-0413,Mohan Lal Sukhadia University,Udaipur,Rajasthan,48.19,64
Pharmacy,IR-P-C-45540,PSG College of Pharmacy,Coimbatore,Tamil Nadu,46.96,65
Pharmacy,IR-P-C-18900,Smt. Kishoritai Bhoyar College of Pharmacy,Nagpur,Maharashtra,46.46,66
Pharmacy,IR-P-I-1289,Acharya Nagarjuna University College of Pharmaceutical Sciences,Guntur,Andhra Pradesh,46.34,67
Pharmacy,IR-P-U-0502,Bundelkhand University,Jhansi,Uttar Pradesh,46.31,68
Pharmacy,IR-P-C-10283,"Chandigarh College of Pharmacy, Landran",Landran,Punjab,45.89,69
Pharmacy,IR-P-U-0938,Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,45.76,70
Pharmacy,IR-P-C-46111,KIET Group of Institutions,Ghaziabad,Uttar Pradesh,45.73,71
Pharmacy,IR-P-C-19747,Anurag University,Hyderabad,Telangana,45.19,72
Pharmacy,IR-P-U-0562,"Kumaun University, Nainital",Nainital,Uttarakhand,45.06,73
Pharmacy,IR-P-C-26904,Sri Venkateswara College of Pharmacy,Chittoor,Andhra Pradesh,44.52,74
Pharmacy,IR-P-U-0750,Uttaranchal University,Dehradun,Uttarakhand,44.35,75
Pharmacy,IR-P-U-0050,Assam University-Silchar,Silchar,Assam,44.24,76
Pharmacy,IR-P-C-45585,Nandha College of Pharmacy,Erode,Tamil Nadu,44.2,77
Pharmacy,IR-P-C-11091,Bharati Vidyapeeth College of Pharmacy,Kolhapur,Maharashtra,43.95,78
Pharmacy,IR-P-U-0415,"NIMS University, Jaipur",Jaipur,Rajasthan,43.92,79
Pharmacy,IR-P-C-40080,Sri Adichunchanagiri College of Pharmacy,B G Nagar,Karnataka,43.87,80
Pharmacy,IR-P-C-10250,"Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College of Pharmacy, BELA",Bela,Punjab,43.75,81
Pharmacy,IR-P-C-40354,Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,43.74,82
Pharmacy,IR-P-U-0592,Maulana Abul Kalam Azad University of Technology,Nadia,West Bengal,43.54,83
Pharmacy,IR-P-U-0774,DIT University,Dehradun,Uttarakhand,43.54,83
Pharmacy,IR-P-S-10906,Guru Nanak Institute of Pharmaceutical Science & Technology,Kolkata,West Bengal,43.23,85
Pharmacy,IR-P-U-0525,"Mahatama Jyotiba Phule Rohikhand University, Bareilly",Bareilly,Uttar Pradesh,43.12,86
Pharmacy,IR-P-U-0536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences",Prayagraj,Uttar Pradesh,43.11,87
Pharmacy,IR-P-C-34531,Y. B. Chavan College of Pharmacy,Aurangabad,Maharashtra,42.76,88
Pharmacy,IR-P-C-30858,Goa College of Pharmacy,Panaji,Goa,42.7,89
Pharmacy,IR-P-U-0720,G. D. Goenka University,Gurgaon,Haryana,42.65,90
Pharmacy,IR-P-C-40235,Krupanidhi College of Pharmacy,Bengaluru,Karnataka,42.63,91
Pharmacy,IR-P-C-42167,P. E. Society`s Modern College of Pharmacy,Pune,Maharashtra,42.58,92
Pharmacy,IR-P-U-0515,IFTM University,Moradabad,Uttar Pradesh,42.4,93
Pharmacy,IR-P-I-1243,"College of Pharmacy, Madras Medical College",Chennai,Tamil Nadu,42.34,94
Pharmacy,IR-P-C-58318,IES Institute of Pharmacy,Bhopal,Madhya Pradesh,42.21,95
Pharmacy,IR-P-C-45757,Arulmigu Kalasalingam College of Pharmacy,Srivilliputtur,Tamil Nadu,42.15,96
Pharmacy,IR-P-U-0861,JIS University,Kolkata,West Bengal,41.67,97
Pharmacy,IR-P-C-16179,Ramanbhai Patel College of Pharmacy,Anand,Gujarat,41.56,98
Pharmacy,IR-P-U-0492,Vinayaka Mission's Research Foundation,Salem,Tamil Nadu,41.55,99
Pharmacy,IR-P-U-0645,Glocal University,Saharanpur,Uttar Pradesh,41.48,100
Pharmacy,IR-P-U-0702,Shree Guru Gobind Singh Tricentenary University,Gurgaon,Haryana,41.48,100
Medical,IR-D-N-15,"All India Institute of Medical Sciences, Delhi",New Delhi,Delhi,91.8,1
Medical,IR-D-U-0079,Post Graduate Institute of Medical Education and Research,Chandigarh,Chandigarh,82.58,2
Medical,IR-D-C-45654,Christian Medical College,Vellore,Tamil Nadu,76.48,3
Medical,IR-D-U-0368,Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,73.3,4
Medical,IR-D-N-33,Sanjay Gandhi Postgraduate Institute of Medical Sciences,Lucknow,Uttar Pradesh,70.09,5
Medical,IR-D-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,70.05,6
Medical,IR-D-U-0236,"National Institute of Mental Health & Neuro Sciences, Bangalore",Bengaluru,Karnataka,69.77,7
Medical,IR-D-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,68.77,8
Medical,IR-D-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,68.52,9
Medical,IR-D-C-7242,"Kasturba Medical College, Manipal",Manipal,Karnataka,68.05,10
Medical,IR-D-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,66.5,11
Medical,IR-D-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,65.17,12
Medical,IR-D-U-0691,All India Institute of Medical Sciences Rishikesh,Rishikesh,Uttarakhand,65.02,13
Medical,IR-D-U-0688,All India Institute of Medical Sciences Bhubaneswar,Khordha,Odisha,64.31,14
Medical,IR-D-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,63.73,15
Medical,IR-D-C-49008,"Madras Medical College & Government General Hospital, Chennai",Chennai,Tamil Nadu,63.71,16
Medical,IR-D-U-0266,"Sree Chitra Tirunal Institute for Medical Sciences and Technology, Thiruvananthapuram",Thiruvananthapuram,Kerala,63.36,17
Medical,IR-D-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,63.22,18
Medical,IR-D-U-0689,All India Institute of Medical Sciences Jodhpur,Jodhpur,Rajasthan,63.18,19
Medical,IR-D-U-0295,Datta Meghe Institute of Higher Education and Research,Wardha,Maharashtra,62.37,20
Medical,IR-D-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,61.54,21
Medical,IR-D-C-32922,Vardhman Mahavir Medical College & Safdarjung Hospital,New Delhi,Delhi,61.5,22
Medical,IR-D-C-16428,Institute of Post Graduate Medical Education & Research,Kolkata,West Bengal,61.07,23
Medical,IR-D-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,61.0,24
Medical,IR-D-U-0687,All India Institute of Medical Sciences Bhopal,Bhopal,Madhya Pradesh,60.15,25
Medical,IR-D-C-6414,Maulana Azad Medical College,Delhi,Delhi,59.47,26
Medical,IR-D-U-0686,All India Institute of Medical Sciences Patna,Patna,Bihar,59.24,27
Medical,IR-D-U-0106,Institute of Liver and Biliary Sciences,New Delhi,Delhi,59.22,28
Medical,IR-D-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,58.82,29
Medical,IR-D-C-40453,St. John's Medical College,Bengaluru,Karnataka,58.74,30
Medical,IR-D-U-0690,All India Institute of Medical Sciences Raipur,Raipur,Chhattisgarh,58.44,31
Medical,IR-D-C-22461,Lady Hardinge Medical College,New Delhi,Delhi,57.98,32
Medical,IR-D-U-0168,Maharishi Markandeshwar,Ambala,Haryana,56.68,33
Medical,IR-D-C-29442,Govt. Medical College & Hospital,Chandigarh,Chandigarh,56.67,34
Medical,IR-D-C-7251,"Kasturba Medical College, Mangalore",Mangaluru,Karnataka,56.45,35
Medical,IR-D-C-29255,Dayanand Medical College,Ludhiana,Punjab,55.65,36
Medical,IR-D-C-35009,"JSS Medical College, Mysore",Mysuru,Karnataka,55.51,37
Medical,IR-D-I-1409,University College of Medical Sciences,Delhi,Delhi,54.21,38
Medical,IR-D-N-17,Sawai Man Singh Medical College,Jaipur,Rajasthan,52.69,39
Medical,IR-D-U-0107,Jamia Hamdard,New Delhi,Delhi,52.57,40
Medical,IR-D-C-16424,Medical College,Kolkata,West Bengal,52.54,41
Medical,IR-D-C-47762,Mahatma Gandhi Medical College and Research Institute,Puducherry,Pondicherry,52.42,42
Medical,IR-D-C-45515,PSG Institute of Medical Sciences and Research,Coimbatore,Tamil Nadu,52.41,43
Medical,IR-D-C-5838,Gujarat Cancer & Research Institute,Ahmadabad,Gujarat,52.15,44
Medical,IR-D-C-6051,B. J. Medical College,Ahmadabad,Gujarat,51.84,45
Medical,IR-D-C-24503,Jawaharlal Nehru Medical College,Belagavi,Karnataka,51.7,46
Medical,IR-D-C-29209,"Christian Medical College, Brown Road, Ludhiana",Ludhiana,Punjab,51.47,47
Medical,IR-D-C-30588,Osmania Medical College,HYDERABAD,Telangana,51.46,48
Medical,IR-D-U-0451,Chettinad Academy of Research and Education,"Kelambakkam, Chengalpattu District",Tamil Nadu,51.41,49
Medical,IR-D-C-40345,M. S. Ramaiah Medical College,Bengaluru,Karnataka,50.91,50
Dental,IR-N-N-15,"All India Institute of Medical Sciences, Delhi",New Delhi,Delhi,89.12,1
Dental,IR-N-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,85.31,2
Dental,IR-N-C-28507,Maulana Azad Institute of Dental Sciences,Delhi,Delhi,72.55,3
Dental,IR-N-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,72.36,4
Dental,IR-N-C-7254,"Manipal College of Dental Sciences, Manipal",Manipal,Karnataka,70.58,5
Dental,IR-N-C-19320,A.B.Shetty Memorial Institute of Dental Sciences,Mangaluru,Karnataka,69.00,6
Dental,IR-N-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,68.89,7
Dental,IR-N-N-352,SRM Dental College,Chennai,Tamil Nadu,68.19,8
Dental,IR-N-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,63.12,9
Dental,IR-N-C-35008,JSS Dental College and Hospital,Mysuru,Karnataka,62.59,10
Dental,IR-N-C-7240,"Manipal College of Dental Sciences, Mangalore",Mangaluru,Karnataka,62.43,11
Dental,IR-N-C-30756,Postgraduate Institute of Dental Sciences,Rohtak,Haryana,62.03,12
Dental,IR-N-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,61.28,13
Dental,IR-N-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,60.83,14
Dental,IR-N-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,60.14,15
Dental,IR-N-U-0465,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,59.92,16
Dental,IR-N-U-0108,Jamia Millia Islamia,New Delhi,Delhi,59.50,17
Dental,IR-N-N-71,"Faculty of Dental Sciences, Institute of Medical Sciences",Varanasi,Uttar Pradesh,Rank Withdrawn*,Rank Withdrawn*
Dental,IR-N-N-153,Nair Hospital Dental College,Mumbai,Maharashtra,58.10,19
Dental,IR-N-C-14033,"Govt. Dental College, Nagpur",Nagpur,Maharashtra,57.70,20
Dental,IR-N-C-13829,"Govt. Dental College, Mumbai",Mumbai,Maharashtra,57.42,21
Dental,IR-N-U-0724,M.S. Ramaiah University of Applied Sciences,Bengaluru,Karnataka,57.39,22
Dental,IR-N-C-6548,Mahatma Gandhi P.G. Institute of Dental Sciences,Pondicherry,Pondicherry,57.05,23
Dental,IR-N-C-29150,Christian Dental College,Ludhiana,Punjab,56.96,24
Dental,IR-N-N-238,SDM College of Dental Sciences & Hospital,Dharwad,Karnataka,56.49,25
Dental,IR-N-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,56.34,26
Dental,IR-N-N-91,Sree Balaji Dental College & Hospital,Chennai,Tamil Nadu,56.32,27
Dental,IR-N-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,55.69,28
Dental,IR-N-C-24504,KLE Vishwanath Katti Institute of Dental Sciences,Belgaum,Karnataka,55.42,29
Dental,IR-N-U-0461,Dr. M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,55.08,30
Dental,IR-N-C-8528,Yenepoya Dental College,Mangaluru,Karnataka,55.00,31
Dental,IR-N-C-45605,Chettinad Dental College and Research Institute,Kelambakkam,Tamil Nadu,54.90,32
Dental,IR-N-U-0169,Manav Rachna International Institute of Research & Studies,Faridabad,Haryana,54.86,33
Dental,IR-N-C-40178,"Government Dental College, Bangalore",Bengaluru,Karnataka,54.80,34
Dental,IR-N-C-48122,Government Dental College,Thiruvananthapuram,Kerala,54.73,35
